plan,swing,baseline,dem,rep
2022,-3.3999999999999986,final_wsa,34,65
Evers least change,-3.3999999999999986,final_wsa,39,60
People's Map Commission,-3.3999999999999986,final_wsa,43,56
2012,-3.3000000000000007,final_wsa,36,63
2022,-3.3000000000000007,final_wsa,34,65
Evers least change,-3.3000000000000007,final_wsa,39,60
People's Map Commission,-3.3000000000000007,final_wsa,43,56
2012,-3.1999999999999993,final_wsa,36,63
2022,-3.1999999999999993,final_wsa,34,65
Evers least change,-3.1999999999999993,final_wsa,39,60
People's Map Commission,-3.1999999999999993,final_wsa,43,56
2012,-3.099999999999998,final_wsa,36,63
2022,-3.099999999999998,final_wsa,34,65
Evers least change,-3.099999999999998,final_wsa,39,60
People's Map Commission,-3.099999999999998,final_wsa,43,56
2012,-3,final_wsa,36,63
2022,-3,final_wsa,34,65
Evers least change,-3,final_wsa,39,60
People's Map Commission,-3,final_wsa,43,56
2012,-2.8999999999999986,final_wsa,36,63
2022,-2.8999999999999986,final_wsa,34,65
Evers least change,-2.8999999999999986,final_wsa,39,60
People's Map Commission,-2.8999999999999986,final_wsa,43,56
2012,-2.8000000000000007,final_wsa,36,63
2022,-2.8000000000000007,final_wsa,34,65
Evers least change,-2.8000000000000007,final_wsa,39,60
People's Map Commission,-2.8000000000000007,final_wsa,43,56
2012,-2.6999999999999993,final_wsa,36,63
2022,-2.6999999999999993,final_wsa,34,65
Evers least change,-2.6999999999999993,final_wsa,39,60
People's Map Commission,-2.6999999999999993,final_wsa,43,56
2012,-2.599999999999998,final_wsa,36,63
2022,-2.599999999999998,final_wsa,35,64
Evers least change,-2.599999999999998,final_wsa,39,60
People's Map Commission,-2.599999999999998,final_wsa,43,56
2012,-2.5,final_wsa,36,63
2022,-2.5,final_wsa,35,64
Evers least change,-2.5,final_wsa,39,60
People's Map Commission,-2.5,final_wsa,43,56
2012,-2.3999999999999986,final_wsa,36,63
2022,-2.3999999999999986,final_wsa,35,64
Evers least change,-2.3999999999999986,final_wsa,39,60
People's Map Commission,-2.3999999999999986,final_wsa,43,56
2012,-2.3000000000000007,final_wsa,36,63
2022,-2.3000000000000007,final_wsa,35,64
Evers least change,-2.3000000000000007,final_wsa,39,60
People's Map Commission,-2.3000000000000007,final_wsa,43,56
2012,-2.1999999999999993,final_wsa,36,63
2022,-2.1999999999999993,final_wsa,35,64
Evers least change,-2.1999999999999993,final_wsa,39,60
People's Map Commission,-2.1999999999999993,final_wsa,43,56
2012,-2.099999999999998,final_wsa,36,63
2022,-2.099999999999998,final_wsa,35,64
Evers least change,-2.099999999999998,final_wsa,39,60
People's Map Commission,-2.099999999999998,final_wsa,43,56
2012,-2,final_wsa,36,63
2022,-2,final_wsa,35,64
Evers least change,-2,final_wsa,39,60
People's Map Commission,-2,final_wsa,43,56
2012,-1.8999999999999986,final_wsa,36,63
2022,-1.8999999999999986,final_wsa,35,64
Evers least change,-1.8999999999999986,final_wsa,39,60
People's Map Commission,-1.8999999999999986,final_wsa,43,56
2012,-1.8000000000000007,final_wsa,36,63
2022,-1.8000000000000007,final_wsa,35,64
Evers least change,-1.8000000000000007,final_wsa,39,60
People's Map Commission,-1.8000000000000007,final_wsa,43,56
2012,-1.6999999999999993,final_wsa,36,63
2022,-1.6999999999999993,final_wsa,35,64
Evers least change,-1.6999999999999993,final_wsa,39,60
People's Map Commission,-1.6999999999999993,final_wsa,43,56
2012,-1.5999999999999979,final_wsa,36,63
2022,-1.5999999999999979,final_wsa,35,64
Evers least change,-1.5999999999999979,final_wsa,39,60
People's Map Commission,-1.5999999999999979,final_wsa,43,56
2012,-1.5,final_wsa,36,63
2022,-1.5,final_wsa,35,64
Evers least change,-1.5,final_wsa,39,60
People's Map Commission,-1.5,final_wsa,43,56
2012,-1.3999999999999986,final_wsa,36,63
2022,-1.3999999999999986,final_wsa,35,64
Evers least change,-1.3999999999999986,final_wsa,39,60
People's Map Commission,-1.3999999999999986,final_wsa,43,56
2012,-1.3000000000000007,final_wsa,36,63
2022,-1.3000000000000007,final_wsa,35,64
Evers least change,-1.3000000000000007,final_wsa,39,60
People's Map Commission,-1.3000000000000007,final_wsa,43,56
2012,-1.1999999999999993,final_wsa,36,63
2022,-1.1999999999999993,final_wsa,35,64
Evers least change,-1.1999999999999993,final_wsa,39,60
People's Map Commission,-1.1999999999999993,final_wsa,43,56
2012,-1.0999999999999979,final_wsa,36,63
2022,-1.0999999999999979,final_wsa,35,64
Evers least change,-1.0999999999999979,final_wsa,39,60
People's Map Commission,-1.0999999999999979,final_wsa,43,56
2012,-1,final_wsa,36,63
2022,-1,final_wsa,35,64
Evers least change,-1,final_wsa,39,60
People's Map Commission,-1,final_wsa,43,56
2012,-0.8999999999999986,final_wsa,36,63
2022,-0.8999999999999986,final_wsa,35,64
Evers least change,-0.8999999999999986,final_wsa,39,60
People's Map Commission,-0.8999999999999986,final_wsa,43,56
2012,-0.7999999999999972,final_wsa,36,63
2022,-0.7999999999999972,final_wsa,35,64
Evers least change,-0.7999999999999972,final_wsa,39,60
People's Map Commission,-0.7999999999999972,final_wsa,43,56
2012,-0.6999999999999993,final_wsa,36,63
2022,-0.6999999999999993,final_wsa,35,64
Evers least change,-0.6999999999999993,final_wsa,39,60
People's Map Commission,-0.6999999999999993,final_wsa,43,56
2012,-0.5999999999999979,final_wsa,36,63
2022,-0.5999999999999979,final_wsa,35,64
Evers least change,-0.5999999999999979,final_wsa,39,60
People's Map Commission,-0.5999999999999979,final_wsa,43,56
2012,-0.5,final_wsa,36,63
2022,-0.5,final_wsa,35,64
Evers least change,-0.5,final_wsa,39,60
People's Map Commission,-0.5,final_wsa,43,56
2012,-0.3999999999999986,final_wsa,36,63
2022,-0.3999999999999986,final_wsa,35,64
Evers least change,-0.3999999999999986,final_wsa,39,60
People's Map Commission,-0.3999999999999986,final_wsa,43,56
2012,-0.29999999999999716,final_wsa,36,63
2022,-0.29999999999999716,final_wsa,35,64
Evers least change,-0.29999999999999716,final_wsa,39,60
People's Map Commission,-0.29999999999999716,final_wsa,43,56
2012,-0.1999999999999993,final_wsa,36,63
2022,-0.1999999999999993,final_wsa,35,64
Evers least change,-0.1999999999999993,final_wsa,39,60
People's Map Commission,-0.1999999999999993,final_wsa,43,56
2012,-0.09999999999999787,final_wsa,36,63
2022,-0.09999999999999787,final_wsa,35,64
Evers least change,-0.09999999999999787,final_wsa,39,60
People's Map Commission,-0.09999999999999787,final_wsa,43,56
2012,0,final_wsa,36,63
2022,0,final_wsa,35,64
Evers least change,0,final_wsa,39,60
People's Map Commission,0,final_wsa,43,56
2012,0.10000000000000142,final_wsa,36,63
2022,0.10000000000000142,final_wsa,35,64
Evers least change,0.10000000000000142,final_wsa,39,60
People's Map Commission,0.10000000000000142,final_wsa,43,56
2012,0.20000000000000284,final_wsa,36,63
2022,0.20000000000000284,final_wsa,35,64
Evers least change,0.20000000000000284,final_wsa,39,60
People's Map Commission,0.20000000000000284,final_wsa,43,56
2012,0.3000000000000007,final_wsa,36,63
2022,0.3000000000000007,final_wsa,35,64
Evers least change,0.3000000000000007,final_wsa,39,60
People's Map Commission,0.3000000000000007,final_wsa,43,56
2012,0.40000000000000213,final_wsa,36,63
2022,0.40000000000000213,final_wsa,35,64
Evers least change,0.40000000000000213,final_wsa,39,60
People's Map Commission,0.40000000000000213,final_wsa,43,56
2012,0.5,final_wsa,36,63
2022,0.5,final_wsa,35,64
Evers least change,0.5,final_wsa,39,60
People's Map Commission,0.5,final_wsa,43,56
2012,0.6000000000000014,final_wsa,36,63
2022,0.6000000000000014,final_wsa,35,64
Evers least change,0.6000000000000014,final_wsa,39,60
People's Map Commission,0.6000000000000014,final_wsa,43,56
2012,0.7000000000000028,final_wsa,36,63
2022,0.7000000000000028,final_wsa,35,64
Evers least change,0.7000000000000028,final_wsa,39,60
People's Map Commission,0.7000000000000028,final_wsa,43,56
2012,0.8000000000000007,final_wsa,36,63
2022,0.8000000000000007,final_wsa,35,64
Evers least change,0.8000000000000007,final_wsa,39,60
People's Map Commission,0.8000000000000007,final_wsa,43,56
2012,0.9000000000000021,final_wsa,36,63
2022,0.9000000000000021,final_wsa,35,64
Evers least change,0.9000000000000021,final_wsa,39,60
People's Map Commission,0.9000000000000021,final_wsa,43,56
2012,1,final_wsa,36,63
2022,1,final_wsa,36,63
Evers least change,1,final_wsa,39,60
People's Map Commission,1,final_wsa,43,56
2012,1.1000000000000014,final_wsa,36,63
2022,1.1000000000000014,final_wsa,36,63
Evers least change,1.1000000000000014,final_wsa,39,60
People's Map Commission,1.1000000000000014,final_wsa,43,56
2012,1.2000000000000028,final_wsa,36,63
2022,1.2000000000000028,final_wsa,36,63
Evers least change,1.2000000000000028,final_wsa,39,60
People's Map Commission,1.2000000000000028,final_wsa,43,56
2012,1.3000000000000007,final_wsa,36,63
2022,1.3000000000000007,final_wsa,36,63
Evers least change,1.3000000000000007,final_wsa,39,60
People's Map Commission,1.3000000000000007,final_wsa,43,56
2012,1.4000000000000021,final_wsa,36,63
2022,1.4000000000000021,final_wsa,36,63
Evers least change,1.4000000000000021,final_wsa,39,60
People's Map Commission,1.4000000000000021,final_wsa,43,56
2012,1.5,final_wsa,36,63
2022,1.5,final_wsa,36,63
Evers least change,1.5,final_wsa,39,60
People's Map Commission,1.5,final_wsa,43,56
2012,1.6000000000000014,final_wsa,36,63
2022,1.6000000000000014,final_wsa,36,63
Evers least change,1.6000000000000014,final_wsa,39,60
People's Map Commission,1.6000000000000014,final_wsa,43,56
2012,1.7000000000000028,final_wsa,36,63
2022,1.7000000000000028,final_wsa,36,63
Evers least change,1.7000000000000028,final_wsa,39,60
People's Map Commission,1.7000000000000028,final_wsa,43,56
2012,1.8000000000000007,final_wsa,36,63
2022,1.8000000000000007,final_wsa,36,63
Evers least change,1.8000000000000007,final_wsa,39,60
People's Map Commission,1.8000000000000007,final_wsa,43,56
2012,1.9000000000000021,final_wsa,36,63
2022,1.9000000000000021,final_wsa,37,62
Evers least change,1.9000000000000021,final_wsa,39,60
People's Map Commission,1.9000000000000021,final_wsa,43,56
2012,2,final_wsa,36,63
2022,2,final_wsa,37,62
Evers least change,2,final_wsa,39,60
People's Map Commission,2,final_wsa,43,56
2012,2.1000000000000014,final_wsa,36,63
2022,2.1000000000000014,final_wsa,38,61
Evers least change,2.1000000000000014,final_wsa,39,60
People's Map Commission,2.1000000000000014,final_wsa,43,56
2012,2.200000000000003,final_wsa,36,63
2022,2.200000000000003,final_wsa,38,61
Evers least change,2.200000000000003,final_wsa,39,60
People's Map Commission,2.200000000000003,final_wsa,43,56
2012,2.3000000000000007,final_wsa,36,63
2022,2.3000000000000007,final_wsa,38,61
Evers least change,2.3000000000000007,final_wsa,39,60
People's Map Commission,2.3000000000000007,final_wsa,43,56
2012,2.400000000000002,final_wsa,36,63
2022,2.400000000000002,final_wsa,38,61
Evers least change,2.400000000000002,final_wsa,39,60
People's Map Commission,2.400000000000002,final_wsa,43,56
2012,2.5,final_wsa,36,63
2022,2.5,final_wsa,38,61
Evers least change,2.5,final_wsa,39,60
People's Map Commission,2.5,final_wsa,43,56
2012,2.6000000000000014,final_wsa,36,63
2022,2.6000000000000014,final_wsa,38,61
Evers least change,2.6000000000000014,final_wsa,39,60
People's Map Commission,2.6000000000000014,final_wsa,43,56
2012,2.700000000000003,final_wsa,36,63
2022,2.700000000000003,final_wsa,38,61
Evers least change,2.700000000000003,final_wsa,39,60
People's Map Commission,2.700000000000003,final_wsa,43,56
2012,2.8000000000000007,final_wsa,36,63
2022,2.8000000000000007,final_wsa,38,61
Evers least change,2.8000000000000007,final_wsa,40,59
People's Map Commission,2.8000000000000007,final_wsa,43,56
2012,2.900000000000002,final_wsa,36,63
2022,2.900000000000002,final_wsa,38,61
Evers least change,2.900000000000002,final_wsa,40,59
People's Map Commission,2.900000000000002,final_wsa,43,56
2012,3,final_wsa,36,63
2022,3,final_wsa,38,61
Evers least change,3,final_wsa,41,58
People's Map Commission,3,final_wsa,43,56
2012,3.1000000000000014,final_wsa,36,63
2022,3.1000000000000014,final_wsa,38,61
Evers least change,3.1000000000000014,final_wsa,41,58
People's Map Commission,3.1000000000000014,final_wsa,43,56
2012,3.200000000000003,final_wsa,36,63
2022,3.200000000000003,final_wsa,38,61
Evers least change,3.200000000000003,final_wsa,41,58
People's Map Commission,3.200000000000003,final_wsa,44,55
2012,3.3000000000000007,final_wsa,37,62
2022,3.3000000000000007,final_wsa,38,61
Evers least change,3.3000000000000007,final_wsa,41,58
People's Map Commission,3.3000000000000007,final_wsa,44,55
2012,3.400000000000002,final_wsa,37,62
2022,3.400000000000002,final_wsa,38,61
Evers least change,3.400000000000002,final_wsa,41,58
People's Map Commission,3.400000000000002,final_wsa,44,55
2012,3.5,final_wsa,37,62
2022,3.5,final_wsa,38,61
Evers least change,3.5,final_wsa,41,58
People's Map Commission,3.5,final_wsa,44,55
2012,3.6000000000000014,final_wsa,37,62
2022,3.6000000000000014,final_wsa,38,61
Evers least change,3.6000000000000014,final_wsa,41,58
People's Map Commission,3.6000000000000014,final_wsa,44,55
2012,3.700000000000003,final_wsa,37,62
2022,3.700000000000003,final_wsa,38,61
Evers least change,3.700000000000003,final_wsa,42,57
People's Map Commission,3.700000000000003,final_wsa,44,55
2012,3.8000000000000007,final_wsa,37,62
2022,3.8000000000000007,final_wsa,38,61
Evers least change,3.8000000000000007,final_wsa,42,57
People's Map Commission,3.8000000000000007,final_wsa,44,55
2012,3.900000000000002,final_wsa,37,62
2022,3.900000000000002,final_wsa,38,61
Evers least change,3.900000000000002,final_wsa,42,57
People's Map Commission,3.900000000000002,final_wsa,44,55
2012,4,final_wsa,38,61
2022,4,final_wsa,38,61
Evers least change,4,final_wsa,42,57
People's Map Commission,4,final_wsa,44,55
2012,4.100000000000001,final_wsa,38,61
2022,4.100000000000001,final_wsa,38,61
Evers least change,4.100000000000001,final_wsa,42,57
People's Map Commission,4.100000000000001,final_wsa,44,55
2012,4.200000000000003,final_wsa,38,61
2022,4.200000000000003,final_wsa,38,61
Evers least change,4.200000000000003,final_wsa,42,57
People's Map Commission,4.200000000000003,final_wsa,44,55
2012,4.300000000000001,final_wsa,38,61
2022,4.300000000000001,final_wsa,38,61
Evers least change,4.300000000000001,final_wsa,42,57
People's Map Commission,4.300000000000001,final_wsa,44,55
2012,4.400000000000002,final_wsa,38,61
2022,4.400000000000002,final_wsa,38,61
Evers least change,4.400000000000002,final_wsa,42,57
People's Map Commission,4.400000000000002,final_wsa,44,55
2012,4.5,final_wsa,38,61
2022,4.5,final_wsa,38,61
Evers least change,4.5,final_wsa,42,57
People's Map Commission,4.5,final_wsa,45,54
2012,4.600000000000001,final_wsa,38,61
2022,4.600000000000001,final_wsa,38,61
Evers least change,4.600000000000001,final_wsa,42,57
People's Map Commission,4.600000000000001,final_wsa,45,54
2012,4.700000000000003,final_wsa,39,60
2022,4.700000000000003,final_wsa,38,61
Evers least change,4.700000000000003,final_wsa,42,57
People's Map Commission,4.700000000000003,final_wsa,45,54
2012,4.800000000000001,final_wsa,39,60
2022,4.800000000000001,final_wsa,38,61
Evers least change,4.800000000000001,final_wsa,42,57
People's Map Commission,4.800000000000001,final_wsa,45,54
2012,4.900000000000002,final_wsa,39,60
2022,4.900000000000002,final_wsa,38,61
Evers least change,4.900000000000002,final_wsa,42,57
People's Map Commission,4.900000000000002,final_wsa,46,53
2012,5,final_wsa,39,60
2022,5,final_wsa,38,61
Evers least change,5,final_wsa,42,57
People's Map Commission,5,final_wsa,47,52
2012,5.100000000000001,final_wsa,39,60
2022,5.100000000000001,final_wsa,38,61
Evers least change,5.100000000000001,final_wsa,42,57
People's Map Commission,5.100000000000001,final_wsa,47,52
2012,5.200000000000003,final_wsa,39,60
2022,5.200000000000003,final_wsa,38,61
Evers least change,5.200000000000003,final_wsa,42,57
People's Map Commission,5.200000000000003,final_wsa,47,52
2012,5.300000000000001,final_wsa,39,60
2022,5.300000000000001,final_wsa,38,61
Evers least change,5.300000000000001,final_wsa,42,57
People's Map Commission,5.300000000000001,final_wsa,48,51
2012,5.400000000000002,final_wsa,39,60
2022,5.400000000000002,final_wsa,38,61
Evers least change,5.400000000000002,final_wsa,42,57
People's Map Commission,5.400000000000002,final_wsa,49,50
2012,5.5,final_wsa,39,60
2022,5.5,final_wsa,38,61
Evers least change,5.5,final_wsa,42,57
People's Map Commission,5.5,final_wsa,49,50
2012,5.600000000000001,final_wsa,39,60
2022,5.600000000000001,final_wsa,38,61
Evers least change,5.600000000000001,final_wsa,43,56
People's Map Commission,5.600000000000001,final_wsa,49,50
2012,5.700000000000003,final_wsa,39,60
2022,5.700000000000003,final_wsa,38,61
Evers least change,5.700000000000003,final_wsa,43,56
People's Map Commission,5.700000000000003,final_wsa,49,50
2012,5.800000000000001,final_wsa,40,59
2022,5.800000000000001,final_wsa,39,60
Evers least change,5.800000000000001,final_wsa,44,55
People's Map Commission,5.800000000000001,final_wsa,49,50
2012,5.900000000000002,final_wsa,40,59
2022,5.900000000000002,final_wsa,39,60
Evers least change,5.900000000000002,final_wsa,44,55
People's Map Commission,5.900000000000002,final_wsa,49,50
2012,6,final_wsa,40,59
2022,6,final_wsa,39,60
Evers least change,6,final_wsa,44,55
People's Map Commission,6,final_wsa,49,50
2012,6.100000000000001,final_wsa,40,59
2022,6.100000000000001,final_wsa,39,60
Evers least change,6.100000000000001,final_wsa,44,55
People's Map Commission,6.100000000000001,final_wsa,49,50
2012,6.200000000000003,final_wsa,40,59
2022,6.200000000000003,final_wsa,39,60
Evers least change,6.200000000000003,final_wsa,44,55
People's Map Commission,6.200000000000003,final_wsa,49,50
2012,6.300000000000001,final_wsa,41,58
2022,6.300000000000001,final_wsa,39,60
Evers least change,6.300000000000001,final_wsa,44,55
People's Map Commission,6.300000000000001,final_wsa,49,50
2012,6.400000000000002,final_wsa,41,58
2022,6.400000000000002,final_wsa,39,60
Evers least change,6.400000000000002,final_wsa,44,55
People's Map Commission,6.400000000000002,final_wsa,49,50
2012,6.5,final_wsa,41,58
2022,6.5,final_wsa,39,60
Evers least change,6.5,final_wsa,44,55
People's Map Commission,6.5,final_wsa,49,50
2012,6.600000000000001,final_wsa,41,58
2022,6.600000000000001,final_wsa,39,60
Evers least change,6.600000000000001,final_wsa,44,55
People's Map Commission,6.600000000000001,final_wsa,49,50
2012,6.700000000000003,final_wsa,41,58
2022,6.700000000000003,final_wsa,39,60
Evers least change,6.700000000000003,final_wsa,44,55
People's Map Commission,6.700000000000003,final_wsa,49,50
2012,6.800000000000001,final_wsa,41,58
2022,6.800000000000001,final_wsa,39,60
Evers least change,6.800000000000001,final_wsa,45,54
People's Map Commission,6.800000000000001,final_wsa,49,50
2012,6.900000000000002,final_wsa,41,58
2022,6.900000000000002,final_wsa,39,60
Evers least change,6.900000000000002,final_wsa,45,54
People's Map Commission,6.900000000000002,final_wsa,50,49
2012,7,final_wsa,43,56
2022,7,final_wsa,39,60
Evers least change,7,final_wsa,45,54
People's Map Commission,7,final_wsa,51,48
2012,7.100000000000001,final_wsa,43,56
2022,7.100000000000001,final_wsa,39,60
Evers least change,7.100000000000001,final_wsa,45,54
People's Map Commission,7.100000000000001,final_wsa,51,48
2012,7.200000000000003,final_wsa,45,54
2022,7.200000000000003,final_wsa,39,60
Evers least change,7.200000000000003,final_wsa,45,54
